O00206,GO:0009986,IDA:UniProtKB.
O00206,GO:0005737,IDA:BHF-UCL.
O00206,GO:0005769,IEA:UniProtKB-SubCell.
O00206,GO:0010008,TAS:Reactome.
O00206,GO:0009897,IDA:BHF-UCL.
O00206,GO:0005794,IDA:HPA.
O00206,GO:0005887,IDA:UniProtKB.
O00206,GO:0031226,IDA:UniProtKB.
O00206,GO:0046696,IDA:UniProtKB.
O00206,GO:0048471,IDA:UniProtKB.
O00206,GO:0001891,IDA:UniProtKB.
O00206,GO:0005886,IDA:UniProtKB.
O00206,GO:0043235,IPI:ARUK-UCL.
O00206,GO:0001726,IEA:UniProtKB-SubCell.
O00206,GO:0001540,IC:ARUK-UCL.
O00206,GO:0042802,IPI:IntAct.
O00206,GO:0001530,IMP:BHF-UCL.
O00206,GO:0001875,IDA:UniProtKB.
O00206,GO:0050135,IEA:UniProtKB-EC.
O00206,GO:0061809,IEA:UniProtKB-EC.
O00206,GO:0046982,IPI:ARUK-UCL.
O00206,GO:0038023,IBA:GO_Central.
O00206,GO:0005102,IPI:ARUK-UCL.
O00206,GO:0004888,NAS:UniProtKB.
O00206,GO:0002218,IEA:Ensembl.
O00206,GO:0014002,IEA:Ensembl.
O00206,GO:0002322,IEA:Ensembl.
O00206,GO:1904646,IGI:ARUK-UCL.
O00206,GO:0071346,IDA:UniProtKB.
O00206,GO:0071222,IDA:UniProtKB.
O00206,GO:0071223,IEA:Ensembl.
O00206,GO:0071260,IEP:UniProtKB.
O00206,GO:0140052,ISS:ARUK-UCL.
O00206,GO:0036120,IEA:Ensembl.
O00206,GO:0042742,IGI:ARUK-UCL.
O00206,GO:0050829,IBA:GO_Central.
O00206,GO:0016046,NAS:UniProtKB.
O00206,GO:0032497,IDA:UniProtKB.
O00206,GO:0007252,IDA:BHF-UCL.
O00206,GO:0006955,TAS:ProtInc.
O00206,GO:0006954,IBA:GO_Central.
O00206,GO:0045087,TAS:BHF-UCL.
O00206,GO:0060729,ISS:BHF-UCL.
O00206,GO:0031663,IGI:MGI.
O00206,GO:0042116,IMP:UniProtKB.
O00206,GO:0002755,ISS:ARUK-UCL.
O00206,GO:0120163,ISS:YuBioLab.
O00206,GO:0070373,ISS:BHF-UCL.
O00206,GO:0032689,ISS:BHF-UCL.
O00206,GO:0032700,ISS:BHF-UCL.
O00206,GO:0032707,ISS:BHF-UCL.
O00206,GO:0032715,ISS:BHF-UCL.
O00206,GO:0045671,NAS:UniProtKB.
O00206,GO:0032720,ISS:BHF-UCL.
O00206,GO:0002537,IEA:Ensembl.
O00206,GO:0006909,IDA:UniProtKB.
O00206,GO:0030890,IEA:Ensembl.
O00206,GO:1903974,IDA:UniProtKB.
O00206,GO:2000343,IMP:ARUK-UCL.
O00206,GO:0032722,IDA:BHF-UCL.
O00206,GO:1900017,IMP:ARUK-UCL.
O00206,GO:0070374,IEA:Ensembl.
O00206,GO:0010628,IMP:UniProtKB.
O00206,GO:0043123,IEA:Ensembl.
O00206,GO:0050729,IMP:ARUK-UCL.
O00206,GO:0032727,ISS:BHF-UCL.
O00206,GO:0032728,ISS:BHF-UCL.
O00206,GO:0032729,ISS:BHF-UCL.
O00206,GO:0032731,IDA:UniProtKB.
O00206,GO:0032732,ISS:BHF-UCL.
O00206,GO:0032733,ISS:BHF-UCL.
O00206,GO:0032735,IDA:UniProtKB.
O00206,GO:0032755,IDA:BHF-UCL.
O00206,GO:0032757,IDA:UniProtKB.
O00206,GO:0046330,IEA:Ensembl.
O00206,GO:0043032,ISS:ARUK-UCL.
O00206,GO:0060907,IEA:Ensembl.
O00206,GO:0043406,ISS:BHF-UCL.
O00206,GO:1904466,IMP:ARUK-UCL.
O00206,GO:0045348,IEA:Ensembl.
O00206,GO:0051092,IDA:UniProtKB.
O00206,GO:1901224,IDA:BHF-UCL.
O00206,GO:0045429,ISS:ARUK-UCL.
O00206,GO:0051770,ISS:BHF-UCL.
O00206,GO:1900227,ISS:UniProtKB.
O00206,GO:0070430,IEA:Ensembl.
O00206,GO:0070434,IEA:Ensembl.
O00206,GO:1903223,ISS:ARUK-UCL.
O00206,GO:0010572,ISS:BHF-UCL.
O00206,GO:1903428,ISS:ARUK-UCL.
O00206,GO:0014911,IEA:Ensembl.
O00206,GO:0048661,IEA:Ensembl.
O00206,GO:0045944,ISS:BHF-UCL.
O00206,GO:0032760,IDA:UniProtKB.
O00206,GO:0002730,IEA:Ensembl.
O00206,GO:0032496,IDA:MGI.
O00206,GO:0042088,NAS:UniProtKB.
O00206,GO:0034142,IEA:Ensembl.
O00206,GO:0002224,IBA:GO_Central.
O00206,GO:0035666,ISS:ARUK-UCL.
O00206,GO:0002246,IEA:Ensembl.
O14786,GO:0030424,ISS:BHF-UCL.
O14786,GO:0031410,TAS:BHF-UCL.
O14786,GO:0005829,IDA:BHF-UCL.
O14786,GO:0005769,ISS:BHF-UCL.
O14786,GO:0005615,HDA:UniProtKB.
O14786,GO:0005925,IDA:BHF-UCL.
O14786,GO:0098978,IEA:Ensembl.
O14786,GO:0099055,IEA:Ensembl.
O14786,GO:0031966,IEA:UniProtKB-SubCell.
O14786,GO:0005883,IEA:Ensembl.
O14786,GO:0043005,ISS:ARUK-UCL.
O14786,GO:0005886,IDA:BHF-UCL.
O14786,GO:0043235,TAS:BHF-UCL.
O14786,GO:0002116,NAS:BHF-UCL.
O14786,GO:0097443,ISS:BHF-UCL.
O14786,GO:0015026,TAS:BHF-UCL.
O14786,GO:0019955,NAS:BHF-UCL.
O14786,GO:0019838,IPI:UniProtKB.
